Período;ARS;Nº Consultas nos CSP;Nº Consultas CSP (Não Programadas);Nº Consultas CSP (Programadas);Nº Consultas Gripe nos CSP
2018-09-10;ARS Norte;56974.0;31511.0;25463.0;17.0
2018-09-11;ARS Alentejo;7851.0;4232.0;3619.0;6.0
2018-09-13;ARS Norte;47783.0;24100.0;23683.0;11.0
2018-09-15;ARS Norte;2388.0;2287.0;101.0;2.0
2018-09-15;ARS Centro;1956.0;1817.0;139.0;2.0
2018-09-17;ARS Algarve;4910.0;2445.0;2465.0;3.0
2018-09-18;ARS Algarve;4958.0;2415.0;2543.0;1.0
2018-09-19;ARS Norte;51952.0;26722.0;25230.0;15.0
2018-09-22;ARS Norte;2537.0;2432.0;105.0;10.0
2018-09-24;ARS Centro;27185.0;16111.0;11074.0;13.0
2018-09-24;ARS Lisboa e Vale do Tejo;35293.0;14997.0;20296.0;17.0
2018-09-24;ARS Algarve;5357.0;2537.0;2820.0;4.0
2018-09-25;ARS Centro;25337.0;13800.0;11537.0;6.0
2018-09-26;ARS Centro;23161.0;12629.0;10532.0;15.0
2018-09-26;ARS Lisboa e Vale do Tejo;32039.0;12726.0;19313.0;14.0
2018-09-27;ARS Norte;50710.0;24977.0;25733.0;31.0
2018-09-27;ARS Lisboa e Vale do Tejo;29690.0;11790.0;17900.0;18.0
2018-09-27;ARS Alentejo;7218.0;3825.0;3393.0;3.0
2018-09-28;ARS Centro;17824.0;10165.0;7659.0;12.0
2018-09-28;ARS Algarve;3866.0;1883.0;1983.0;1.0
2018-09-30;ARS Algarve;262.0;258.0;4.0;0.0
2018-10-01;ARS Centro;22944.0;13065.0;9879.0;14.0
2018-10-03;ARS Centro;21743.0;12025.0;9718.0;15.0
2018-10-03;ARS Algarve;4862.0;2416.0;2446.0;5.0
2018-10-04;ARS Norte;45951.0;23502.0;22449.0;36.0
2018-10-05;ARS Algarve;271.0;232.0;39.0;0.0
2018-10-06;ARS Algarve;333.0;330.0;3.0;1.0
2018-10-08;ARS Lisboa e Vale do Tejo;37076.0;16738.0;20338.0;28.0
2018-10-09;ARS Alentejo;8354.0;4692.0;3662.0;8.0
2018-10-14;ARS Centro;1310.0;1310.0;0.0;6.0
2018-10-15;ARS Centro;24953.0;13757.0;11196.0;32.0
2018-10-16;ARS Norte;60778.0;31166.0;29612.0;57.0
2018-10-17;ARS Alentejo;8560.0;4655.0;3905.0;18.0
2018-10-18;ARS Lisboa e Vale do Tejo;31417.0;12456.0;18961.0;46.0
2018-10-18;ARS Alentejo;7606.0;3792.0;3814.0;9.0
2018-10-20;ARS Centro;2117.0;1983.0;134.0;10.0
2018-10-20;ARS Lisboa e Vale do Tejo;1986.0;1966.0;20.0;14.0
2018-10-20;ARS Alentejo;898.0;781.0;117.0;6.0
2018-10-21;ARS Centro;1777.0;1777.0;0.0;11.0
2018-10-23;ARS Lisboa e Vale do Tejo;35120.0;14403.0;20717.0;47.0
2018-10-25;ARS Lisboa e Vale do Tejo;32126.0;12731.0;19395.0;28.0
2018-10-25;ARS Alentejo;7561.0;4089.0;3472.0;9.0
2018-10-25;ARS Algarve;4845.0;2292.0;2553.0;6.0
2018-10-27;ARS Centro;1933.0;1815.0;118.0;13.0
2018-10-28;ARS Centro;1624.0;1624.0;0.0;4.0
2018-10-30;ARS Algarve;5324.0;2311.0;3013.0;17.0
2018-10-31;ARS Centro;20476.0;10754.0;9722.0;31.0
2018-11-01;ARS Lisboa e Vale do Tejo;1069.0;1067.0;2.0;9.0
2018-11-02;ARS Lisboa e Vale do Tejo;23390.0;11247.0;12143.0;65.0
2018-11-05;ARS Lisboa e Vale do Tejo;38384.0;17195.0;21189.0;78.0
2018-11-06;ARS Alentejo;8854.0;4708.0;4146.0;11.0
2018-11-06;ARS Algarve;5505.0;2595.0;2910.0;9.0
2018-11-07;ARS Lisboa e Vale do Tejo;35248.0;14652.0;20596.0;72.0
2018-11-07;ARS Algarve;4877.0;2243.0;2634.0;11.0
2018-11-09;ARS Algarve;4043.0;2019.0;2024.0;1.0
2018-11-10;ARS Norte;2528.0;2415.0;113.0;24.0
2018-11-11;ARS Centro;1431.0;1431.0;0.0;20.0
2018-11-11;ARS Alentejo;697.0;653.0;44.0;4.0
2018-11-13;ARS Centro;26035.0;14073.0;11962.0;36.0
2018-11-13;ARS Lisboa e Vale do Tejo;36246.0;14862.0;21384.0;57.0
2018-11-15;ARS Alentejo;7121.0;3602.0;3519.0;16.0
2018-11-16;ARS Alentejo;6459.0;3408.0;3051.0;11.0
2018-11-17;ARS Alentejo;819.0;742.0;77.0;7.0
2018-11-18;ARS Alentejo;738.0;661.0;77.0;3.0
2018-11-19;ARS Centro;26318.0;14849.0;11469.0;49.0
2018-11-20;ARS Norte;59364.0;29741.0;29623.0;102.0
2018-11-20;ARS Lisboa e Vale do Tejo;35876.0;14647.0;21229.0;70.0
2018-11-20;ARS Alentejo;8881.0;4604.0;4277.0;16.0
2018-11-21;ARS Norte;53779.0;26324.0;27455.0;94.0
2018-11-21;ARS Lisboa e Vale do Tejo;31820.0;12750.0;19070.0;56.0
2018-11-22;ARS Norte;51465.0;24706.0;26759.0;98.0
2018-11-22;ARS Lisboa e Vale do Tejo;30275.0;12326.0;17949.0;71.0
2018-11-22;ARS Algarve;4499.0;2053.0;2446.0;6.0
2018-11-24;ARS Algarve;247.0;246.0;1.0;1.0
2018-11-26;ARS Lisboa e Vale do Tejo;38538.0;16500.0;22038.0;74.0
2018-11-26;ARS Alentejo;8303.0;4409.0;3894.0;13.0
2018-11-28;ARS Centro;23496.0;12482.0;11014.0;55.0
2018-11-29;ARS Centro;21471.0;10920.0;10551.0;34.0
2018-11-30;ARS Algarve;3901.0;1793.0;2108.0;4.0
2018-12-01;ARS Centro;1650.0;1650.0;0.0;15.0
2018-12-02;ARS Norte;2339.0;2339.0;0.0;17.0
2018-12-02;ARS Centro;1756.0;1756.0;0.0;17.0
2018-12-02;ARS Alentejo;714.0;674.0;40.0;1.0
2018-12-03;ARS Alentejo;8226.0;4482.0;3744.0;34.0
2018-12-03;ARS Algarve;5278.0;2496.0;2782.0;17.0
2018-12-04;ARS Lisboa e Vale do Tejo;36767.0;15037.0;21730.0;81.0
2018-12-07;ARS Norte;41898.0;21697.0;20201.0;88.0
2018-12-07;ARS Algarve;3883.0;1860.0;2023.0;6.0
2018-12-09;ARS Centro;1733.0;1733.0;0.0;20.0
2018-12-11;ARS Lisboa e Vale do Tejo;36511.0;15165.0;21346.0;111.0
2018-12-13;ARS Alentejo;7260.0;3906.0;3354.0;19.0
2018-12-14;ARS Lisboa e Vale do Tejo;28167.0;11925.0;16242.0;84.0
2018-12-15;ARS Alentejo;872.0;790.0;82.0;9.0
2018-12-18;ARS Centro;22744.0;12208.0;10536.0;77.0
2018-12-18;ARS Lisboa e Vale do Tejo;34695.0;14113.0;20582.0;141.0
2018-12-19;ARS Lisboa e Vale do Tejo;33278.0;13597.0;19681.0;106.0
2018-12-21;ARS Centro;15236.0;8779.0;6457.0;76.0
2018-12-21;ARS Alentejo;5455.0;2839.0;2616.0;17.0
2018-12-23;ARS Alentejo;891.0;831.0;60.0;7.0
2018-12-24;ARS Alentejo;941.0;869.0;72.0;15.0
2018-12-25;ARS Norte;1667.0;1667.0;0.0;34.0
2018-12-25;ARS Alentejo;653.0;585.0;68.0;12.0
2018-12-25;ARS Algarve;131.0;112.0;19.0;1.0
2018-12-26;ARS Algarve;3145.0;1946.0;1199.0;12.0
2018-12-27;ARS Norte;45394.0;25169.0;20225.0;157.0
2018-12-27;ARS Centro;18753.0;11225.0;7528.0;102.0
2018-12-28;ARS Norte;38405.0;22224.0;16181.0;110.0
2018-12-29;ARS Norte;3330.0;3217.0;113.0;63.0
2018-12-29;ARS Alentejo;1045.0;960.0;85.0;16.0
2018-12-29;ARS Algarve;384.0;333.0;51.0;11.0
2018-12-30;ARS Centro;2127.0;2127.0;0.0;61.0
2018-12-30;ARS Lisboa e Vale do Tejo;1698.0;1698.0;0.0;99.0
2018-12-30;ARS Alentejo;852.0;793.0;59.0;15.0
2019-01-01;ARS Lisboa e Vale do Tejo;941.0;941.0;0.0;36.0
2019-01-01;ARS Algarve;131.0;118.0;13.0;1.0
2019-01-02;ARS Norte;62718.0;38482.0;24236.0;184.0
2019-01-02;ARS Lisboa e Vale do Tejo;36535.0;18348.0;18187.0;274.0
2019-01-03;ARS Algarve;4560.0;2387.0;2173.0;25.0
2019-01-04;ARS Norte;49922.0;28313.0;21609.0;215.0
2019-01-05;ARS Centro;2512.0;2372.0;140.0;94.0
2019-01-06;ARS Centro;2053.0;2053.0;0.0;78.0
2019-01-07;ARS Centro;28462.0;16652.0;11810.0;255.0
2019-01-08;ARS Alentejo;9740.0;5496.0;4244.0;41.0
2019-01-09;ARS Lisboa e Vale do Tejo;37062.0;15775.0;21287.0;352.0
2019-01-09;ARS Algarve;4962.0;2439.0;2523.0;29.0
2019-07-25;ARS Alentejo;5798.0;3138.0;2660.0;3.0
2019-07-26;ARS Lisboa e Vale do Tejo;24665.0;10278.0;14387.0;2.0
2019-07-26;ARS Algarve;3766.0;1833.0;1933.0;0.0
2019-07-28;ARS Centro;1671.0;1671.0;0.0;0.0
2019-01-11;ARS Centro;20261.0;11802.0;8459.0;225.0
2019-01-11;ARS Algarve;4242.0;2103.0;2139.0;15.0
2019-01-12;ARS Centro;2495.0;2346.0;149.0;80.0
2019-01-12;ARS Lisboa e Vale do Tejo;2615.0;2587.0;28.0;178.0
2019-01-12;ARS Algarve;389.0;357.0;32.0;19.0
2019-01-13;ARS Algarve;330.0;325.0;5.0;12.0
2019-01-14;ARS Centro;29024.0;16772.0;12252.0;284.0
2019-01-14;ARS Lisboa e Vale do Tejo;41775.0;18738.0;23037.0;573.0
2019-01-14;ARS Alentejo;8892.0;5035.0;3857.0;68.0
2019-01-16;ARS Lisboa e Vale do Tejo;33669.0;14253.0;19416.0;519.0
2019-01-17;ARS Lisboa e Vale do Tejo;31674.0;14004.0;17670.0;464.0
2019-01-17;ARS Alentejo;7182.0;3784.0;3398.0;68.0
2019-01-17;ARS Algarve;4571.0;2161.0;2410.0;40.0
2019-01-19;ARS Norte;3280.0;3159.0;121.0;151.0
2019-01-19;ARS Lisboa e Vale do Tejo;2920.0;2884.0;36.0;218.0
2019-01-20;ARS Norte;3078.0;3078.0;0.0;148.0
2019-01-21;ARS Algarve;5614.0;2757.0;2857.0;47.0
2019-01-23;ARS Lisboa e Vale do Tejo;37926.0;16126.0;21800.0;686.0
2019-01-24;ARS Algarve;5003.0;2366.0;2637.0;56.0
2019-01-25;ARS Alentejo;6475.0;3591.0;2884.0;84.0
2019-01-25;ARS Algarve;4279.0;2101.0;2178.0;42.0
2019-01-27;ARS Lisboa e Vale do Tejo;2032.0;2032.0;0.0;214.0
2019-01-28;ARS Norte;63217.0;34120.0;29097.0;729.0
2019-01-28;ARS Lisboa e Vale do Tejo;41835.0;18989.0;22846.0;717.0
2019-01-28;ARS Alentejo;9352.0;5357.0;3995.0;110.0
2019-01-30;ARS Centro;23831.0;13141.0;10690.0;309.0
2019-01-30;ARS Lisboa e Vale do Tejo;35902.0;14799.0;21103.0;514.0
2019-02-01;ARS Centro;17837.0;10176.0;7661.0;273.0
2019-02-01;ARS Lisboa e Vale do Tejo;28633.0;12562.0;16071.0;413.0
2019-02-01;ARS Alentejo;6371.0;3392.0;2979.0;75.0
2019-02-01;ARS Algarve;4263.0;2053.0;2210.0;37.0
2019-02-02;ARS Lisboa e Vale do Tejo;2723.0;2678.0;45.0;147.0
2019-02-02;ARS Algarve;394.0;361.0;33.0;13.0
2019-02-03;ARS Norte;3228.0;3228.0;0.0;199.0
2019-02-03;ARS Algarve;353.0;310.0;43.0;12.0
2019-02-04;ARS Centro;28085.0;16184.0;11901.0;413.0
2019-02-04;ARS Lisboa e Vale do Tejo;41825.0;18749.0;23076.0;583.0
2019-02-04;ARS Algarve;5907.0;2910.0;2997.0;63.0
2019-02-05;ARS Lisboa e Vale do Tejo;38481.0;16368.0;22113.0;484.0
2019-02-07;ARS Norte;52156.0;26416.0;25740.0;624.0
2019-02-09;ARS Lisboa e Vale do Tejo;2674.0;2651.0;23.0;162.0
2019-02-09;ARS Algarve;431.0;389.0;42.0;8.0
2019-02-10;ARS Norte;3246.0;3246.0;0.0;198.0
2019-02-11;ARS Alentejo;9095.0;4976.0;4119.0;109.0
2019-02-11;ARS Algarve;6047.0;2920.0;3127.0;64.0
2019-02-12;ARS Lisboa e Vale do Tejo;38613.0;16422.0;22191.0;339.0
2019-02-12;ARS Alentejo;9363.0;5007.0;4356.0;88.0
2019-02-13;ARS Norte;55059.0;27937.0;27122.0;630.0
2019-02-13;ARS Centro;23989.0;13284.0;10705.0;223.0
2019-02-14;ARS Centro;22270.0;11668.0;10602.0;217.0
2019-02-14;ARS Lisboa e Vale do Tejo;31596.0;12728.0;18868.0;257.0
2019-02-14;ARS Algarve;4300.0;1914.0;2386.0;29.0
2019-02-15;ARS Algarve;2100.0;968.0;1132.0;13.0
2019-02-16;ARS Alentejo;1146.0;1066.0;80.0;69.0
2019-02-17;ARS Centro;2201.0;2200.0;1.0;81.0
2019-02-17;ARS Lisboa e Vale do Tejo;1849.0;1849.0;0.0;85.0
2019-02-19;ARS Alentejo;9313.0;4974.0;4339.0;85.0
2019-02-19;ARS Algarve;5605.0;2702.0;2903.0;27.0
2019-02-21;ARS Lisboa e Vale do Tejo;33045.0;13841.0;19204.0;245.0
2019-02-22;ARS Norte;42511.0;22369.0;20142.0;349.0
2019-02-22;ARS Lisboa e Vale do Tejo;27508.0;11945.0;15563.0;187.0
2019-02-22;ARS Algarve;3785.0;1833.0;1952.0;18.0
2019-02-23;ARS Centro;2373.0;2246.0;127.0;59.0
2019-02-24;ARS Centro;2079.0;2079.0;0.0;59.0
2019-03-01;ARS Alentejo;6090.0;3335.0;2755.0;29.0
2019-03-04;ARS Norte;53192.0;28904.0;24288.0;173.0
2019-03-04;ARS Alentejo;7007.0;3892.0;3115.0;41.0
2019-03-04;ARS Algarve;4657.0;2264.0;2393.0;12.0
2019-03-05;ARS Centro;1400.0;1358.0;42.0;27.0
2019-03-07;ARS Centro;24271.0;13125.0;11146.0;79.0
2019-03-14;ARS Alentejo;7732.0;4073.0;3659.0;18.0
2019-03-15;ARS Norte;43092.0;22086.0;21006.0;90.0
2019-03-19;ARS Algarve;5152.0;2284.0;2868.0;9.0
2019-03-20;ARS Lisboa e Vale do Tejo;35636.0;14060.0;21576.0;77.0
2019-03-21;ARS Algarve;4949.0;2217.0;2732.0;8.0
2019-03-22;ARS Norte;44182.0;21905.0;22277.0;69.0
2019-03-24;ARS Norte;2499.0;2499.0;0.0;32.0
2019-03-26;ARS Alentejo;8665.0;4422.0;4243.0;17.0
2019-03-27;ARS Norte;54196.0;26405.0;27791.0;62.0
2019-03-28;ARS Lisboa e Vale do Tejo;33552.0;13279.0;20273.0;60.0
2019-04-01;ARS Lisboa e Vale do Tejo;40132.0;17157.0;22975.0;48.0
2019-04-01;ARS Algarve;5590.0;2747.0;2843.0;9.0
2019-04-02;ARS Algarve;5338.0;2508.0;2830.0;6.0
2019-04-03;ARS Algarve;5018.0;2345.0;2673.0;3.0
2019-04-04;ARS Centro;23524.0;11692.0;11832.0;44.0
2019-04-04;ARS Lisboa e Vale do Tejo;34538.0;13738.0;20800.0;32.0
2019-04-05;ARS Algarve;4203.0;1973.0;2230.0;4.0
2019-04-07;ARS Centro;1569.0;1569.0;0.0;14.0
2019-04-07;ARS Alentejo;902.0;829.0;73.0;0.0
2019-04-08;ARS Norte;63320.0;32740.0;30580.0;73.0
2019-04-08;ARS Lisboa e Vale do Tejo;39867.0;16891.0;22976.0;51.0
2019-04-09;ARS Alentejo;8660.0;4388.0;4272.0;13.0
2019-04-10;ARS Centro;21981.0;11677.0;10304.0;15.0
2019-04-12;ARS Norte;36778.0;19147.0;17631.0;40.0
2019-04-12;ARS Algarve;3744.0;1818.0;1926.0;1.0
2019-04-13;ARS Alentejo;725.0;654.0;71.0;0.0
2019-04-14;ARS Norte;2213.0;2213.0;0.0;15.0
2019-04-14;ARS Centro;1646.0;1646.0;0.0;5.0
2019-04-15;ARS Lisboa e Vale do Tejo;39875.0;17129.0;22746.0;28.0
2019-04-15;ARS Alentejo;8431.0;4831.0;3600.0;14.0
2019-04-21;ARS Lisboa e Vale do Tejo;737.0;737.0;0.0;10.0
2019-04-21;ARS Algarve;211.0;179.0;32.0;1.0
2019-04-24;ARS Centro;22818.0;12457.0;10361.0;24.0
2019-04-24;ARS Alentejo;7351.0;4052.0;3299.0;7.0
2019-04-25;ARS Centro;1600.0;1600.0;0.0;19.0
2019-04-26;ARS Norte;41434.0;24688.0;16746.0;28.0
2019-04-26;ARS Algarve;3858.0;1992.0;1866.0;3.0
2019-04-27;ARS Norte;2560.0;2437.0;123.0;13.0
2019-04-28;ARS Centro;1675.0;1675.0;0.0;21.0
2019-04-29;ARS Lisboa e Vale do Tejo;38117.0;16730.0;21387.0;28.0
2019-04-29;ARS Alentejo;8611.0;5031.0;3580.0;5.0
2019-05-02;ARS Centro;24054.0;13563.0;10491.0;26.0
2019-05-03;ARS Lisboa e Vale do Tejo;28467.0;12262.0;16205.0;15.0
2019-05-04;ARS Centro;2055.0;1954.0;101.0;1.0
2019-05-04;ARS Alentejo;833.0;752.0;81.0;5.0
2019-05-05;ARS Alentejo;825.0;785.0;40.0;1.0
2019-05-06;ARS Norte;67128.0;36656.0;30472.0;37.0
2019-05-06;ARS Alentejo;9500.0;5346.0;4154.0;8.0
2019-05-09;ARS Alentejo;7607.0;3905.0;3702.0;4.0
2019-05-10;ARS Algarve;3958.0;1954.0;2004.0;0.0
2019-05-11;ARS Algarve;328.0;290.0;38.0;0.0
2019-05-12;ARS Lisboa e Vale do Tejo;1297.0;1297.0;0.0;5.0
2019-05-12;ARS Alentejo;721.0;652.0;69.0;4.0
2019-05-16;ARS Algarve;5333.0;2440.0;2893.0;4.0
2019-05-17;ARS Centro;18364.0;10143.0;8221.0;15.0
2019-05-17;ARS Alentejo;6137.0;3287.0;2850.0;6.0
2019-05-18;ARS Centro;1904.0;1784.0;120.0;9.0
2019-05-18;ARS Algarve;341.0;271.0;70.0;0.0
2019-05-19;ARS Centro;1654.0;1654.0;0.0;8.0
2019-05-21;ARS Norte;59331.0;29432.0;29899.0;33.0
2019-05-22;ARS Centro;23015.0;11914.0;11101.0;24.0
2019-05-23;ARS Lisboa e Vale do Tejo;33172.0;13367.0;19805.0;15.0
2019-05-23;ARS Algarve;4692.0;2269.0;2423.0;2.0
2019-05-25;ARS Centro;1943.0;1805.0;138.0;9.0
2019-05-25;ARS Lisboa e Vale do Tejo;1785.0;1752.0;33.0;7.0
2019-05-26;ARS Norte;1759.0;1759.0;0.0;6.0
2019-05-27;ARS Centro;27686.0;15218.0;12468.0;18.0
2019-05-29;ARS Centro;24153.0;12503.0;11650.0;23.0
2019-05-29;ARS Lisboa e Vale do Tejo;35870.0;13969.0;21901.0;18.0
2019-05-30;ARS Alentejo;6380.0;3241.0;3139.0;2.0
2019-05-31;ARS Norte;39579.0;20284.0;19295.0;22.0
2019-05-31;ARS Algarve;3997.0;1853.0;2144.0;2.0
2019-06-01;ARS Norte;2490.0;2381.0;109.0;3.0
2019-06-01;ARS Alentejo;736.0;668.0;68.0;0.0
2019-06-02;ARS Algarve;271.0;236.0;35.0;1.0
2019-06-03;ARS Centro;26247.0;14320.0;11927.0;16.0
2019-06-04;ARS Algarve;5126.0;2392.0;2734.0;3.0
2019-06-06;ARS Lisboa e Vale do Tejo;33078.0;13019.0;20059.0;19.0
2019-06-07;ARS Alentejo;5886.0;3119.0;2767.0;3.0
2019-06-08;ARS Lisboa e Vale do Tejo;1912.0;1890.0;22.0;7.0
2019-06-09;ARS Centro;1588.0;1588.0;0.0;8.0
2019-06-09;ARS Lisboa e Vale do Tejo;1270.0;1270.0;0.0;3.0
2019-06-10;ARS Lisboa e Vale do Tejo;1090.0;1090.0;0.0;2.0
2019-06-12;ARS Centro;24120.0;13453.0;10667.0;13.0
2019-06-12;ARS Alentejo;8356.0;4594.0;3762.0;8.0
2019-06-13;ARS Centro;22296.0;11905.0;10391.0;19.0
2019-06-14;ARS Lisboa e Vale do Tejo;26078.0;11208.0;14870.0;12.0
2019-06-15;ARS Centro;1927.0;1809.0;118.0;4.0
2019-06-15;ARS Alentejo;773.0;689.0;84.0;1.0
2019-06-16;ARS Centro;1628.0;1628.0;0.0;5.0
2019-06-16;ARS Lisboa e Vale do Tejo;1203.0;1203.0;0.0;1.0
2019-06-17;ARS Centro;25557.0;14566.0;10991.0;12.0
2019-06-17;ARS Alentejo;8476.0;4757.0;3719.0;3.0
2019-06-19;ARS Lisboa e Vale do Tejo;32967.0;13382.0;19585.0;15.0
2019-06-19;ARS Alentejo;7339.0;3979.0;3360.0;3.0
2019-06-19;ARS Algarve;4489.0;2177.0;2312.0;3.0
2019-06-20;ARS Lisboa e Vale do Tejo;1171.0;1171.0;0.0;8.0
2019-06-22;ARS Centro;2022.0;1891.0;131.0;7.0
2019-06-22;ARS Algarve;319.0;223.0;96.0;0.0
2019-06-23;ARS Algarve;292.0;189.0;103.0;0.0
2019-06-25;ARS Norte;58705.0;31469.0;27236.0;26.0
2019-06-25;ARS Lisboa e Vale do Tejo;36977.0;15862.0;21115.0;10.0
2019-06-25;ARS Alentejo;7931.0;4484.0;3447.0;2.0
2019-06-25;ARS Algarve;4925.0;2290.0;2635.0;3.0
2019-06-26;ARS Centro;22843.0;12326.0;10517.0;15.0
2019-06-26;ARS Lisboa e Vale do Tejo;33207.0;13316.0;19891.0;13.0
2019-06-28;ARS Norte;31819.0;16755.0;15064.0;10.0
2019-06-28;ARS Centro;13192.0;7285.0;5907.0;6.0
2019-06-29;ARS Lisboa e Vale do Tejo;1750.0;1718.0;32.0;3.0
2019-06-30;ARS Lisboa e Vale do Tejo;1189.0;1189.0;0.0;5.0
2019-06-30;ARS Algarve;257.0;230.0;27.0;1.0
2019-07-02;ARS Lisboa e Vale do Tejo;23282.0;9921.0;13361.0;3.0
2019-07-02;ARS Algarve;3345.0;1537.0;1808.0;1.0
2019-07-03;ARS Norte;33033.0;16993.0;16040.0;7.0
2019-07-03;ARS Algarve;2949.0;1477.0;1472.0;0.0
2019-07-05;ARS Norte;42852.0;22534.0;20318.0;21.0
2019-07-05;ARS Lisboa e Vale do Tejo;29429.0;12334.0;17095.0;7.0
2019-07-07;ARS Alentejo;728.0;682.0;46.0;1.0
2019-07-08;ARS Alentejo;7705.0;4299.0;3406.0;2.0
2019-07-09;ARS Norte;55782.0;28407.0;27375.0;8.0
2019-07-11;ARS Algarve;4987.0;2455.0;2532.0;1.0
2019-07-12;ARS Centro;17899.0;10079.0;7820.0;5.0
2019-07-14;ARS Norte;2148.0;2148.0;0.0;5.0
2019-07-15;ARS Algarve;5032.0;2439.0;2593.0;3.0
2019-07-16;ARS Algarve;4693.0;2223.0;2470.0;0.0
2019-07-17;ARS Norte;50159.0;25405.0;24754.0;4.0
2019-07-17;ARS Centro;22322.0;12041.0;10281.0;11.0
2019-07-18;ARS Centro;21864.0;11590.0;10274.0;17.0
2019-07-19;ARS Norte;40031.0;20541.0;19490.0;8.0
2019-07-20;ARS Norte;2429.0;2315.0;114.0;4.0
2019-07-20;ARS Centro;1984.0;1854.0;130.0;2.0
2019-07-20;ARS Lisboa e Vale do Tejo;1732.0;1702.0;30.0;3.0
2019-07-21;ARS Lisboa e Vale do Tejo;1079.0;1077.0;2.0;3.0
2019-07-22;ARS Centro;23551.0;13452.0;10099.0;5.0
2019-07-22;ARS Alentejo;7428.0;4284.0;3144.0;2.0
2019-07-23;ARS Centro;22023.0;12064.0;9959.0;8.0
2019-07-23;ARS Algarve;4576.0;2145.0;2431.0;1.0
2019-07-24;ARS Alentejo;6733.0;3710.0;3023.0;2.0
2019-07-27;ARS Norte;2503.0;2381.0;122.0;6.0
2019-07-29;ARS Centro;23311.0;13266.0;10045.0;10.0
2019-07-29;ARS Algarve;4912.0;2576.0;2336.0;1.0
2019-07-30;ARS Algarve;4627.0;2265.0;2362.0;2.0
2019-08-02;ARS Norte;38084.0;20265.0;17819.0;9.0
2019-08-03;ARS Alentejo;764.0;713.0;51.0;0.0
2019-08-04;ARS Norte;1996.0;1996.0;0.0;3.0
2019-08-06;ARS Alentejo;7061.0;3879.0;3182.0;3.0
2019-08-07;ARS Centro;20048.0;11093.0;8955.0;3.0
2019-08-07;ARS Lisboa e Vale do Tejo;29994.0;12093.0;17901.0;5.0
2019-08-07;ARS Alentejo;6957.0;3867.0;3090.0;1.0
2019-08-09;ARS Norte;37913.0;20529.0;17384.0;14.0
2019-08-09;ARS Alentejo;5596.0;3057.0;2539.0;0.0
2019-08-10;ARS Algarve;353.0;317.0;36.0;0.0
2019-08-11;ARS Norte;2048.0;2048.0;0.0;2.0
2019-08-12;ARS Norte;51002.0;28443.0;22559.0;7.0
2019-08-12;ARS Lisboa e Vale do Tejo;32825.0;14705.0;18120.0;6.0
2019-08-12;ARS Algarve;4731.0;2319.0;2412.0;0.0
2019-08-13;ARS Algarve;4498.0;2161.0;2337.0;1.0
2019-08-17;ARS Centro;2149.0;2003.0;146.0;1.0
2019-08-17;ARS Algarve;367.0;324.0;43.0;1.0
2019-08-18;ARS Algarve;282.0;246.0;36.0;0.0
2019-08-19;ARS Algarve;4863.0;2362.0;2501.0;2.0
2019-08-20;ARS Alentejo;6923.0;3979.0;2944.0;2.0
2019-08-20;ARS Algarve;4180.0;1839.0;2341.0;1.0
2019-08-22;ARS Lisboa e Vale do Tejo;28017.0;11538.0;16479.0;6.0
2019-08-22;ARS Algarve;4090.0;1923.0;2167.0;1.0
2019-08-23;ARS Lisboa e Vale do Tejo;23746.0;10287.0;13459.0;5.0
2019-08-24;ARS Norte;2481.0;2378.0;103.0;6.0
2019-08-24;ARS Alentejo;739.0;674.0;65.0;0.0
2019-08-27;ARS Norte;48310.0;25824.0;22486.0;18.0
2019-08-28;ARS Lisboa e Vale do Tejo;29572.0;12123.0;17449.0;5.0
2019-08-28;ARS Algarve;4000.0;1882.0;2118.0;3.0
2019-08-30;ARS Norte;35297.0;18666.0;16631.0;7.0
2019-08-30;ARS Algarve;3496.0;1640.0;1856.0;1.0
2019-08-31;ARS Centro;2033.0;1888.0;145.0;2.0
2019-09-01;ARS Centro;1491.0;1491.0;0.0;4.0
2019-09-01;ARS Alentejo;574.0;549.0;25.0;1.0
2019-09-02;ARS Alentejo;7061.0;4073.0;2988.0;3.0
2019-09-03;ARS Norte;50568.0;26605.0;23963.0;8.0
2019-09-03;ARS Lisboa e Vale do Tejo;31271.0;13140.0;18131.0;10.0
2019-09-03;ARS Algarve;4268.0;2033.0;2235.0;2.0
2019-09-04;ARS Algarve;4142.0;2016.0;2126.0;3.0
2019-09-05;ARS Alentejo;6628.0;3494.0;3134.0;4.0
2019-09-06;ARS Centro;15465.0;8925.0;6540.0;5.0
2019-09-06;ARS Alentejo;5310.0;2989.0;2321.0;1.0
2019-09-07;ARS Lisboa e Vale do Tejo;1762.0;1725.0;37.0;6.0
2019-09-09;ARS Lisboa e Vale do Tejo;35180.0;15320.0;19860.0;12.0
2019-09-09;ARS Alentejo;7157.0;4072.0;3085.0;5.0
2019-09-10;ARS Centro;23859.0;13210.0;10649.0;4.0
2019-09-11;ARS Alentejo;7374.0;4121.0;3253.0;5.0
2019-09-12;ARS Centro;20878.0;10949.0;9929.0;13.0
2019-09-12;ARS Lisboa e Vale do Tejo;31035.0;12317.0;18718.0;15.0
2019-09-15;ARS Norte;2089.0;2089.0;0.0;3.0
2019-09-15;ARS Alentejo;622.0;600.0;22.0;0.0
2019-09-16;ARS Algarve;5422.0;2651.0;2771.0;4.0
