Período;ARS;Nº Consultas nos CSP;Nº Consultas CSP (Não Programadas);Nº Consultas CSP (Programadas);Nº Consultas Gripe nos CSP
2022-04-29;ARS Algarve;4885.0;1903.0;2982.0;1.0
2022-04-30;ARS Centro;1896.0;1466.0;430.0;6.0
2022-05-02;ARS Alentejo;9186.0;4965.0;4221.0;12.0
2022-05-03;ARS Norte;63215.0;29366.0;33849.0;59.0
2022-05-03;ARS Lisboa e Vale do Tejo;46718.0;16806.0;29912.0;49.0
2022-05-05;ARS Alentejo;7181.0;3832.0;3349.0;3.0
2022-05-05;ARS Algarve;4811.0;2040.0;2771.0;0.0
2022-05-06;ARS Centro;19159.0;9320.0;9839.0;35.0
2022-05-06;ARS Lisboa e Vale do Tejo;32306.0;12712.0;19594.0;33.0
2022-05-06;ARS Algarve;4067.0;1574.0;2493.0;2.0
2022-05-07;ARS Algarve;360.0;320.0;40.0;0.0
2022-05-09;ARS Norte;72917.0;36197.0;36720.0;51.0
2022-05-09;ARS Centro;31381.0;14468.0;16913.0;32.0
2022-05-10;ARS Alentejo;8726.0;4589.0;4137.0;6.0
2022-05-11;ARS Alentejo;7653.0;3886.0;3767.0;2.0
2022-05-13;ARS Norte;49098.0;22958.0;26140.0;54.0
2022-05-13;ARS Algarve;4424.0;1836.0;2588.0;0.0
2022-05-14;ARS Centro;2053.0;1615.0;438.0;7.0
2022-05-16;ARS Centro;30867.0;14016.0;16851.0;18.0
2022-05-16;ARS Lisboa e Vale do Tejo;49541.0;18631.0;30910.0;44.0
2022-05-16;ARS Alentejo;8244.0;4219.0;4025.0;1.0
2022-05-16;ARS Algarve;6303.0;2574.0;3729.0;2.0
2022-05-17;ARS Norte;66810.0;31382.0;35428.0;62.0
2022-05-17;ARS Algarve;6568.0;2598.0;3970.0;1.0
2022-05-18;ARS Alentejo;7574.0;3851.0;3723.0;2.0
2022-05-19;ARS Algarve;5212.0;2070.0;3142.0;2.0
2022-05-20;ARS Alentejo;5029.0;2491.0;2538.0;3.0
2022-05-21;ARS Lisboa e Vale do Tejo;1961.0;1914.0;47.0;5.0
2022-05-22;ARS Alentejo;778.0;639.0;139.0;0.0
2022-05-24;ARS Alentejo;8487.0;4385.0;4102.0;4.0
2022-05-28;ARS Centro;1963.0;1499.0;464.0;12.0
2022-05-29;ARS Algarve;257.0;174.0;83.0;2.0
2022-05-30;ARS Lisboa e Vale do Tejo;48852.0;18135.0;30717.0;28.0
2022-05-31;ARS Lisboa e Vale do Tejo;45817.0;16499.0;29318.0;31.0
2022-06-01;ARS Algarve;5183.0;2013.0;3170.0;2.0
2022-06-02;ARS Lisboa e Vale do Tejo;39989.0;14215.0;25774.0;22.0
2022-06-07;ARS Lisboa e Vale do Tejo;41454.0;14644.0;26810.0;21.0
2022-06-09;ARS Norte;54694.0;25354.0;29340.0;13.0
2022-06-10;ARS Norte;2271.0;2064.0;207.0;1.0
2022-06-10;ARS Algarve;262.0;214.0;48.0;0.0
2022-06-11;ARS Centro;1883.0;1566.0;317.0;0.0
2022-06-11;ARS Lisboa e Vale do Tejo;1726.0;1673.0;53.0;3.0
2022-06-11;ARS Alentejo;1012.0;804.0;208.0;1.0
2022-06-11;ARS Algarve;306.0;288.0;18.0;0.0
2022-06-12;ARS Lisboa e Vale do Tejo;1108.0;1102.0;6.0;0.0
2022-06-12;ARS Alentejo;739.0;609.0;130.0;0.0
2022-06-12;ARS Algarve;229.0;194.0;35.0;0.0
2022-06-13;ARS Lisboa e Vale do Tejo;34420.0;14048.0;20372.0;13.0
2022-06-13;ARS Alentejo;7622.0;3795.0;3827.0;3.0
2022-06-14;ARS Algarve;5417.0;2264.0;3153.0;1.0
2022-06-16;ARS Centro;1477.0;1306.0;171.0;1.0
2022-06-17;ARS Norte;44978.0;23381.0;21597.0;7.0
2022-06-17;ARS Centro;18072.0;9010.0;9062.0;9.0
2022-06-18;ARS Alentejo;915.0;745.0;170.0;3.0
2022-06-19;ARS Algarve;281.0;245.0;36.0;0.0
2022-06-20;ARS Alentejo;8958.0;4891.0;4067.0;1.0
2022-06-21;ARS Norte;64483.0;31069.0;33414.0;13.0
2022-06-21;ARS Centro;28310.0;12723.0;15587.0;7.0
2022-06-21;ARS Lisboa e Vale do Tejo;44416.0;15908.0;28508.0;14.0
2022-06-24;ARS Centro;18259.0;8251.0;10008.0;6.0
2022-06-24;ARS Lisboa e Vale do Tejo;32235.0;11603.0;20632.0;16.0
2022-06-24;ARS Algarve;4357.0;1573.0;2784.0;3.0
2022-06-25;ARS Norte;2547.0;2392.0;155.0;2.0
2022-06-26;ARS Lisboa e Vale do Tejo;1187.0;1184.0;3.0;4.0
2022-06-26;ARS Algarve;239.0;189.0;50.0;0.0
2022-06-29;ARS Norte;58368.0;26918.0;31450.0;8.0
2022-06-30;ARS Norte;58476.0;26782.0;31694.0;8.0
2022-06-30;ARS Lisboa e Vale do Tejo;41871.0;14484.0;27387.0;13.0
2022-07-01;ARS Lisboa e Vale do Tejo;25378.0;8044.0;17334.0;5.0
2022-07-01;ARS Alentejo;4807.0;2536.0;2271.0;1.0
2022-07-04;ARS Centro;24505.0;11178.0;13327.0;2.0
2022-07-06;ARS Centro;24606.0;10696.0;13910.0;8.0
2022-07-07;ARS Alentejo;6669.0;3250.0;3419.0;0.0
2022-07-08;ARS Lisboa e Vale do Tejo;33990.0;11924.0;22066.0;7.0
2022-07-10;ARS Centro;1282.0;1194.0;88.0;0.0
2022-07-10;ARS Algarve;258.0;253.0;5.0;0.0
2022-07-11;ARS Centro;26602.0;11954.0;14648.0;5.0
2022-07-12;ARS Norte;60107.0;27686.0;32421.0;7.0
2022-07-12;ARS Lisboa e Vale do Tejo;40363.0;14035.0;26328.0;4.0
2022-07-12;ARS Alentejo;7635.0;3762.0;3873.0;0.0
2022-07-12;ARS Algarve;5523.0;2052.0;3471.0;2.0
2022-07-13;ARS Norte;54723.0;24315.0;30408.0;8.0
2022-07-13;ARS Lisboa e Vale do Tejo;37935.0;12780.0;25155.0;11.0
2022-07-14;ARS Alentejo;6608.0;3102.0;3506.0;3.0
2022-07-14;ARS Algarve;5158.0;1910.0;3248.0;1.0
2022-07-15;ARS Centro;19004.0;8421.0;10583.0;2.0
2022-07-18;ARS Lisboa e Vale do Tejo;42136.0;15459.0;26677.0;9.0
2022-07-21;ARS Alentejo;6597.0;3212.0;3385.0;0.0
2022-07-21;ARS Algarve;5200.0;1895.0;3305.0;1.0
2022-07-23;ARS Lisboa e Vale do Tejo;1888.0;1713.0;175.0;0.0
2022-07-24;ARS Lisboa e Vale do Tejo;1095.0;1095.0;0.0;2.0
2022-07-26;ARS Centro;25292.0;11196.0;14096.0;3.0
2022-07-26;ARS Alentejo;7174.0;3526.0;3648.0;1.0
2022-07-27;ARS Centro;23388.0;10169.0;13219.0;3.0
2022-07-27;ARS Lisboa e Vale do Tejo;37309.0;13595.0;23714.0;2.0
2022-07-28;ARS Alentejo;6829.0;3535.0;3294.0;1.0
2022-07-29;ARS Centro;18722.0;8341.0;10381.0;7.0
2022-07-30;ARS Norte;2250.0;2160.0;90.0;1.0
2022-07-31;ARS Norte;1828.0;1817.0;11.0;0.0
2022-07-31;ARS Centro;1265.0;1176.0;89.0;1.0
2022-08-01;ARS Norte;57965.0;28826.0;29139.0;4.0
2022-08-02;ARS Norte;56178.0;27097.0;29081.0;3.0
2022-08-02;ARS Algarve;5242.0;2035.0;3207.0;2.0
2022-08-04;ARS Centro;22132.0;9988.0;12144.0;3.0
2022-08-04;ARS Lisboa e Vale do Tejo;34387.0;12209.0;22178.0;5.0
2022-08-04;ARS Algarve;4868.0;1990.0;2878.0;0.0
2022-08-06;ARS Lisboa e Vale do Tejo;1869.0;1734.0;135.0;0.0
2022-08-07;ARS Algarve;284.0;195.0;89.0;0.0
2022-08-08;ARS Alentejo;7186.0;3809.0;3377.0;0.0
2022-08-09;ARS Lisboa e Vale do Tejo;37864.0;13627.0;24237.0;4.0
2022-08-10;ARS Norte;52154.0;24431.0;27723.0;1.0
2022-08-10;ARS Alentejo;7143.0;3600.0;3543.0;1.0
2022-08-12;ARS Norte;42184.0;19999.0;22185.0;4.0
2022-08-13;ARS Lisboa e Vale do Tejo;1724.0;1659.0;65.0;0.0
2022-08-14;ARS Lisboa e Vale do Tejo;1094.0;1088.0;6.0;0.0
2022-08-15;ARS Norte;2097.0;1948.0;149.0;1.0
2022-08-18;ARS Lisboa e Vale do Tejo;34567.0;11944.0;22623.0;13.0
2022-08-18;ARS Alentejo;6404.0;3377.0;3027.0;1.0
2022-08-19;ARS Norte;40897.0;20484.0;20413.0;5.0
2022-08-19;ARS Algarve;4204.0;1701.0;2503.0;0.0
2022-08-20;ARS Alentejo;843.0;691.0;152.0;0.0
2022-08-21;ARS Lisboa e Vale do Tejo;1023.0;1022.0;1.0;0.0
2022-08-21;ARS Algarve;252.0;240.0;12.0;0.0
2022-08-22;ARS Norte;57426.0;29391.0;28035.0;7.0
2022-08-22;ARS Lisboa e Vale do Tejo;38636.0;14469.0;24167.0;8.0
2022-08-23;ARS Norte;53423.0;26310.0;27113.0;15.0
2022-08-23;ARS Lisboa e Vale do Tejo;36570.0;12647.0;23923.0;8.0
2022-08-24;ARS Lisboa e Vale do Tejo;35656.0;12556.0;23100.0;11.0
2022-08-24;ARS Algarve;4882.0;1900.0;2982.0;0.0
2022-08-25;ARS Algarve;4659.0;1812.0;2847.0;1.0
2022-08-26;ARS Lisboa e Vale do Tejo;29562.0;10309.0;19253.0;5.0
2022-08-26;ARS Alentejo;5225.0;2579.0;2646.0;1.0
2022-08-28;ARS Centro;1332.0;1230.0;102.0;0.0
2022-08-28;ARS Lisboa e Vale do Tejo;1074.0;1069.0;5.0;0.0
2022-08-28;ARS Alentejo;841.0;702.0;139.0;0.0
2022-08-29;ARS Centro;23799.0;10882.0;12917.0;6.0
2022-08-29;ARS Alentejo;7095.0;3847.0;3248.0;1.0
2022-08-30;ARS Alentejo;6843.0;3393.0;3450.0;1.0
2022-08-31;ARS Norte;51977.0;24536.0;27441.0;9.0
2022-08-31;ARS Centro;22518.0;9647.0;12871.0;8.0
2022-09-01;ARS Algarve;4933.0;2035.0;2898.0;1.0
2022-09-03;ARS Centro;1827.0;1402.0;425.0;4.0
2022-09-03;ARS Alentejo;804.0;655.0;149.0;3.0
2022-09-06;ARS Norte;58421.0;28650.0;29771.0;12.0
2022-09-07;ARS Alentejo;7137.0;3550.0;3587.0;0.0
2022-09-08;ARS Norte;52330.0;25145.0;27185.0;14.0
2022-09-08;ARS Alentejo;6196.0;3198.0;2998.0;2.0
2022-09-11;ARS Centro;1320.0;1209.0;111.0;2.0
2022-09-11;ARS Lisboa e Vale do Tejo;1118.0;1112.0;6.0;1.0
2022-09-11;ARS Algarve;250.0;228.0;22.0;0.0
2022-09-12;ARS Alentejo;7956.0;4163.0;3793.0;1.0
2022-09-14;ARS Norte;58431.0;27657.0;30774.0;19.0
2022-09-14;ARS Lisboa e Vale do Tejo;37938.0;12532.0;25406.0;10.0
2022-09-15;ARS Lisboa e Vale do Tejo;36861.0;12319.0;24542.0;8.0
2022-09-15;ARS Algarve;5533.0;2053.0;3480.0;5.0
2022-09-16;ARS Alentejo;5652.0;2831.0;2821.0;6.0
2022-09-17;ARS Lisboa e Vale do Tejo;1931.0;1779.0;152.0;0.0
2022-09-18;ARS Norte;1958.0;1948.0;10.0;5.0
2022-09-19;ARS Alentejo;8132.0;4191.0;3941.0;0.0
2022-09-19;ARS Algarve;6235.0;2602.0;3633.0;1.0
2022-09-21;ARS Centro;23972.0;10856.0;13116.0;4.0
2022-09-21;ARS Alentejo;8190.0;4240.0;3950.0;2.0
2022-09-23;ARS Norte;48997.0;23892.0;25105.0;14.0
2022-09-24;ARS Alentejo;1089.0;925.0;164.0;0.0
2022-09-25;ARS Norte;2046.0;2027.0;19.0;4.0
2022-09-25;ARS Centro;1464.0;1306.0;158.0;1.0
2022-09-25;ARS Alentejo;831.0;699.0;132.0;0.0
2022-09-25;ARS Algarve;252.0;204.0;48.0;2.0
2022-09-26;ARS Centro;30184.0;13252.0;16932.0;9.0
2022-09-28;ARS Lisboa e Vale do Tejo;43209.0;14500.0;28709.0;25.0
2022-09-30;ARS Centro;21515.0;9831.0;11684.0;19.0
2022-09-30;ARS Lisboa e Vale do Tejo;34396.0;11691.0;22705.0;23.0
2022-09-30;ARS Alentejo;6196.0;3068.0;3128.0;2.0
2022-10-01;ARS Algarve;307.0;214.0;93.0;1.0
2022-10-02;ARS Lisboa e Vale do Tejo;1284.0;1274.0;10.0;8.0
2022-10-08;ARS Lisboa e Vale do Tejo;2183.0;1986.0;197.0;5.0
2022-10-09;ARS Centro;1518.0;1361.0;157.0;6.0
2022-10-10;ARS Centro;32596.0;14683.0;17913.0;25.0
2022-10-10;ARS Alentejo;9831.0;5375.0;4456.0;8.0
2022-10-11;ARS Algarve;6822.0;2756.0;4066.0;5.0
2022-10-12;ARS Lisboa e Vale do Tejo;44873.0;15324.0;29549.0;38.0
2022-10-15;ARS Norte;2899.0;2844.0;55.0;19.0
2022-10-16;ARS Centro;1505.0;1352.0;153.0;7.0
2022-10-18;ARS Norte;69940.0;32407.0;37533.0;65.0
2022-10-18;ARS Alentejo;9306.0;4610.0;4696.0;2.0
2022-10-19;ARS Norte;63414.0;28483.0;34931.0;60.0
2022-10-21;ARS Centro;20261.0;9205.0;11056.0;33.0
2022-10-21;ARS Algarve;4626.0;1758.0;2868.0;3.0
2022-10-22;ARS Lisboa e Vale do Tejo;2103.0;1909.0;194.0;11.0
2022-10-24;ARS Centro;31538.0;13878.0;17660.0;36.0
2022-10-24;ARS Algarve;6980.0;2797.0;4183.0;2.0
2022-10-25;ARS Centro;29786.0;12752.0;17034.0;27.0
2022-10-25;ARS Lisboa e Vale do Tejo;46375.0;15137.0;31238.0;77.0
2022-10-25;ARS Algarve;6419.0;2352.0;4067.0;10.0
2022-10-31;ARS Alentejo;7079.0;3585.0;3494.0;6.0
2022-11-01;ARS Norte;2628.0;2491.0;137.0;57.0
2022-11-01;ARS Algarve;274.0;172.0;102.0;1.0
2022-11-02;ARS Centro;27923.0;12608.0;15315.0;54.0
2022-11-02;ARS Lisboa e Vale do Tejo;43179.0;15663.0;27516.0;89.0
2022-11-05;ARS Algarve;407.0;309.0;98.0;1.0
2022-11-07;ARS Centro;32123.0;14362.0;17761.0;93.0
2022-11-08;ARS Norte;69539.0;32386.0;37153.0;226.0
2022-11-09;ARS Norte;64974.0;30495.0;34479.0;226.0
2022-11-09;ARS Algarve;6488.0;2491.0;3997.0;12.0
2022-11-11;ARS Norte;52497.0;25126.0;27371.0;200.0
2022-11-11;ARS Centro;21735.0;9946.0;11789.0;77.0
2022-11-13;ARS Norte;2824.0;2787.0;37.0;71.0
2022-11-14;ARS Norte;75574.0;36788.0;38786.0;315.0
2022-11-16;ARS Alentejo;8319.0;4285.0;4034.0;32.0
2022-11-16;ARS Algarve;6635.0;2419.0;4216.0;11.0
2022-11-18;ARS Norte;27689.0;11517.0;16172.0;108.0
2022-11-18;ARS Lisboa e Vale do Tejo;22607.0;6367.0;16240.0;69.0
2022-11-19;ARS Norte;3466.0;3364.0;102.0;101.0
2022-11-19;ARS Lisboa e Vale do Tejo;2529.0;2276.0;253.0;77.0
2022-11-19;ARS Algarve;417.0;372.0;45.0;6.0
2022-11-20;ARS Lisboa e Vale do Tejo;1608.0;1599.0;9.0;26.0
2022-11-21;ARS Norte;78312.0;38304.0;40008.0;299.0
2022-11-24;ARS Alentejo;7865.0;4024.0;3841.0;34.0
2022-11-27;ARS Lisboa e Vale do Tejo;1498.0;1496.0;2.0;27.0
2022-11-29;ARS Algarve;6565.0;2775.0;3790.0;17.0
2022-12-01;ARS Norte;3288.0;3058.0;230.0;107.0
2022-12-01;ARS Algarve;319.0;246.0;73.0;5.0
2022-12-02;ARS Algarve;4535.0;1907.0;2628.0;13.0
2022-12-03;ARS Algarve;386.0;304.0;82.0;1.0
2022-12-05;ARS Centro;30567.0;13764.0;16803.0;171.0
2022-12-06;ARS Centro;28701.0;13147.0;15554.0;166.0
2022-12-06;ARS Lisboa e Vale do Tejo;44553.0;14551.0;30002.0;332.0
2022-12-08;ARS Norte;3376.0;3147.0;229.0;82.0
2022-12-09;ARS Lisboa e Vale do Tejo;31803.0;10811.0;20992.0;243.0
2022-12-09;ARS Alentejo;6200.0;3340.0;2860.0;41.0
2022-12-09;ARS Algarve;4560.0;1895.0;2665.0;19.0
2022-12-10;ARS Centro;2368.0;1901.0;467.0;25.0
2022-12-10;ARS Alentejo;1140.0;793.0;347.0;51.0
2022-12-11;ARS Norte;3126.0;3085.0;41.0;62.0
2022-12-11;ARS Centro;2031.0;1886.0;145.0;39.0
2022-12-11;ARS Alentejo;1011.0;752.0;259.0;28.0
2022-12-13;ARS Lisboa e Vale do Tejo;42886.0;12802.0;30084.0;258.0
2022-12-13;ARS Algarve;6226.0;2538.0;3688.0;17.0
2022-12-14;ARS Centro;28028.0;12061.0;15967.0;141.0
2022-12-14;ARS Alentejo;8455.0;4188.0;4267.0;46.0
2022-12-16;ARS Lisboa e Vale do Tejo;37355.0;11170.0;26185.0;184.0
2022-12-17;ARS Lisboa e Vale do Tejo;2377.0;2111.0;266.0;23.0
2022-12-20;ARS Algarve;5762.0;2272.0;3490.0;18.0
2022-12-21;ARS Centro;24344.0;10494.0;13850.0;104.0
2022-12-22;ARS Alentejo;7045.0;3560.0;3485.0;23.0
2022-12-22;ARS Algarve;4994.0;2001.0;2993.0;11.0
2022-12-26;ARS Norte;52060.0;27746.0;24314.0;177.0
2022-12-26;ARS Centro;21002.0;10257.0;10745.0;86.0
2022-12-27;ARS Algarve;4298.0;1942.0;2356.0;10.0
2022-12-28;ARS Lisboa e Vale do Tejo;34857.0;10643.0;24214.0;147.0
2022-12-29;ARS Alentejo;5906.0;3052.0;2854.0;30.0
2022-12-30;ARS Alentejo;1277.0;925.0;352.0;6.0
2022-12-31;ARS Alentejo;1045.0;709.0;336.0;12.0
2023-01-01;ARS Alentejo;672.0;544.0;128.0;7.0
2023-01-02;ARS Lisboa e Vale do Tejo;42019.0;14519.0;27500.0;181.0
2023-01-02;ARS Alentejo;5814.0;3218.0;2596.0;21.0
2023-01-03;ARS Centro;29556.0;13350.0;16206.0;106.0
2023-01-04;ARS Lisboa e Vale do Tejo;42683.0;12927.0;29756.0;195.0
2023-01-05;ARS Alentejo;7660.0;4008.0;3652.0;29.0
2023-01-06;ARS Algarve;5292.0;2091.0;3201.0;12.0
2023-01-08;ARS Norte;2539.0;2511.0;28.0;33.0
2023-01-08;ARS Algarve;347.0;257.0;90.0;4.0
2023-01-09;ARS Algarve;6737.0;2773.0;3964.0;13.0
2023-01-11;ARS Centro;27615.0;11423.0;16192.0;81.0
2023-01-13;ARS Norte;52572.0;23971.0;28601.0;103.0
2023-01-13;ARS Centro;22369.0;9970.0;12399.0;57.0
2023-01-14;ARS Norte;3220.0;2989.0;231.0;38.0
2023-01-16;ARS Norte;72560.0;34109.0;38451.0;129.0
2023-01-16;ARS Centro;30664.0;13062.0;17602.0;65.0
2023-01-18;ARS Norte;61310.0;27331.0;33979.0;115.0
2023-01-19;ARS Norte;59778.0;26131.0;33647.0;105.0
2023-01-20;ARS Algarve;5481.0;2120.0;3361.0;4.0
2023-01-21;ARS Centro;2208.0;1801.0;407.0;10.0
2023-01-22;ARS Norte;2536.0;2500.0;36.0;36.0
2023-01-22;ARS Centro;1629.0;1487.0;142.0;10.0
2023-01-22;ARS Alentejo;834.0;651.0;183.0;8.0
2023-01-23;ARS Centro;30053.0;12705.0;17348.0;58.0
2023-01-24;ARS Lisboa e Vale do Tejo;45755.0;11858.0;33897.0;115.0
2023-01-25;ARS Alentejo;7884.0;3672.0;4212.0;14.0
2023-01-26;ARS Centro;24856.0;10224.0;14632.0;43.0
2023-01-26;ARS Lisboa e Vale do Tejo;39909.0;9663.0;30246.0;116.0
2023-01-26;ARS Alentejo;7278.0;3482.0;3796.0;22.0
2023-01-27;ARS Norte;44288.0;20282.0;24006.0;85.0
2023-01-29;ARS Norte;2516.0;2502.0;14.0;34.0
2023-02-03;ARS Centro;21293.0;9283.0;12010.0;46.0
2023-02-04;ARS Lisboa e Vale do Tejo;1953.0;1711.0;242.0;21.0
2023-02-05;ARS Alentejo;861.0;667.0;194.0;10.0
2023-02-05;ARS Algarve;326.0;256.0;70.0;2.0
2023-02-06;ARS Alentejo;8836.0;4391.0;4445.0;45.0
2023-02-08;ARS Norte;61275.0;27658.0;33617.0;92.0
2023-02-08;ARS Centro;26643.0;10980.0;15663.0;78.0
2023-02-08;ARS Lisboa e Vale do Tejo;42886.0;9809.0;33077.0;133.0
2023-02-09;ARS Centro;25398.0;10138.0;15260.0;52.0
2023-02-10;ARS Norte;51497.0;23839.0;27658.0;88.0
2023-02-10;ARS Lisboa e Vale do Tejo;37048.0;8904.0;28144.0;110.0
2023-02-10;ARS Algarve;5542.0;2260.0;3282.0;11.0
2023-02-12;ARS Alentejo;921.0;738.0;183.0;15.0
2023-02-13;ARS Algarve;7246.0;3014.0;4232.0;17.0
2023-02-14;ARS Algarve;6794.0;2479.0;4315.0;13.0
2023-02-16;ARS Alentejo;7517.0;3632.0;3885.0;24.0
2023-02-17;ARS Alentejo;5962.0;2914.0;3048.0;11.0
2023-02-18;ARS Centro;2113.0;1683.0;430.0;11.0
2023-02-19;ARS Algarve;304.0;275.0;29.0;1.0
2023-02-20;ARS Norte;60185.0;28369.0;31816.0;76.0
2023-02-21;ARS Norte;2984.0;2631.0;353.0;27.0
2023-02-21;ARS Lisboa e Vale do Tejo;1359.0;1327.0;32.0;36.0
2023-02-21;ARS Alentejo;1140.0;852.0;288.0;5.0
2023-02-22;ARS Lisboa e Vale do Tejo;46112.0;11479.0;34633.0;115.0
2023-02-22;ARS Alentejo;8518.0;4239.0;4279.0;25.0
2023-02-23;ARS Alentejo;8370.0;4135.0;4235.0;28.0
2023-02-23;ARS Algarve;6545.0;2456.0;4089.0;9.0
2023-02-25;ARS Centro;2001.0;1617.0;384.0;17.0
2023-02-27;ARS Centro;31229.0;12955.0;18274.0;62.0
2023-02-27;ARS Lisboa e Vale do Tejo;49456.0;11882.0;37574.0;122.0
2023-02-27;ARS Algarve;7263.0;2953.0;4310.0;6.0
2023-02-28;ARS Norte;68058.0;29990.0;38068.0;89.0
2023-02-28;ARS Alentejo;9297.0;4357.0;4940.0;31.0
2023-03-01;ARS Alentejo;8512.0;4240.0;4272.0;22.0
2023-03-03;ARS Centro;20221.0;8777.0;11444.0;32.0
2023-03-04;ARS Lisboa e Vale do Tejo;2423.0;2017.0;406.0;29.0
2023-03-05;ARS Alentejo;883.0;665.0;218.0;8.0
2023-03-05;ARS Algarve;309.0;240.0;69.0;2.0
2023-03-06;ARS Norte;73197.0;34395.0;38802.0;128.0
2023-03-07;ARS Alentejo;9330.0;4224.0;5106.0;24.0
2023-03-09;ARS Norte;32885.0;14167.0;18718.0;52.0
2023-03-09;ARS Lisboa e Vale do Tejo;25303.0;6092.0;19211.0;73.0
2023-03-09;ARS Algarve;4321.0;1583.0;2738.0;3.0
2023-03-12;ARS Centro;1627.0;1473.0;154.0;10.0
2023-03-12;ARS Algarve;321.0;290.0;31.0;3.0
2023-03-13;ARS Centro;31431.0;13234.0;18197.0;44.0
2023-03-14;ARS Alentejo;9307.0;4211.0;5096.0;20.0
2023-03-15;ARS Centro;27307.0;10745.0;16562.0;40.0
2023-03-16;ARS Algarve;6537.0;2372.0;4165.0;9.0
2023-03-17;ARS Norte;41430.0;16996.0;24434.0;43.0
2023-03-18;ARS Centro;1959.0;1616.0;343.0;4.0
2023-03-19;ARS Norte;2350.0;2272.0;78.0;18.0
2023-03-19;ARS Lisboa e Vale do Tejo;1379.0;1379.0;0.0;14.0
2023-03-19;ARS Alentejo;798.0;620.0;178.0;3.0
2023-03-19;ARS Algarve;334.0;329.0;5.0;1.0
2023-03-21;ARS Alentejo;8778.0;4036.0;4742.0;14.0
2023-03-22;ARS Centro;26804.0;11021.0;15783.0;40.0
2023-03-23;ARS Norte;55387.0;24645.0;30742.0;75.0
2023-03-24;ARS Alentejo;6545.0;2893.0;3652.0;15.0
2023-03-25;ARS Norte;2933.0;2802.0;131.0;16.0
2023-03-26;ARS Lisboa e Vale do Tejo;1226.0;1226.0;0.0;3.0
2023-03-27;ARS Lisboa e Vale do Tejo;48081.0;9996.0;38085.0;108.0
2023-03-28;ARS Norte;66635.0;28877.0;37758.0;54.0
2023-03-29;ARS Centro;25970.0;10311.0;15659.0;29.0
2023-04-01;ARS Algarve;436.0;318.0;118.0;1.0
2023-04-03;ARS Norte;68361.0;31430.0;36931.0;46.0
2023-04-03;ARS Algarve;6504.0;2558.0;3946.0;2.0
2023-04-05;ARS Alentejo;7722.0;3546.0;4176.0;18.0
2023-04-06;ARS Centro;23435.0;9248.0;14187.0;12.0
2023-04-06;ARS Algarve;5187.0;1899.0;3288.0;3.0
2023-04-10;ARS Centro;24229.0;10311.0;13918.0;17.0
2023-04-10;ARS Alentejo;5670.0;2764.0;2906.0;3.0
2023-04-10;ARS Algarve;6015.0;2427.0;3588.0;4.0
2023-04-11;ARS Centro;27089.0;11131.0;15958.0;18.0
2023-04-11;ARS Algarve;6103.0;2254.0;3849.0;9.0
2023-04-13;ARS Alentejo;7555.0;3439.0;4116.0;6.0
2023-04-14;ARS Norte;48193.0;21602.0;26591.0;43.0
2023-04-14;ARS Alentejo;6552.0;3044.0;3508.0;5.0
2023-04-17;ARS Centro;30016.0;12276.0;17740.0;18.0
2023-04-17;ARS Lisboa e Vale do Tejo;48746.0;8570.0;40176.0;35.0
2023-04-18;ARS Algarve;6817.0;2587.0;4230.0;4.0
2023-04-22;ARS Lisboa e Vale do Tejo;2100.0;1805.0;295.0;6.0
2023-04-22;ARS Algarve;446.0;346.0;100.0;1.0
2023-04-23;ARS Centro;1542.0;1383.0;159.0;4.0
2023-04-23;ARS Alentejo;770.0;584.0;186.0;0.0
2023-04-24;ARS Alentejo;6988.0;3335.0;3653.0;5.0
2023-04-25;ARS Lisboa e Vale do Tejo;1258.0;1224.0;34.0;8.0
2023-04-30;ARS Norte;2228.0;2166.0;62.0;9.0
2023-04-30;ARS Alentejo;922.0;713.0;209.0;3.0
2023-05-01;ARS Alentejo;906.0;732.0;174.0;3.0
2023-05-03;ARS Lisboa e Vale do Tejo;47435.0;8855.0;38580.0;33.0
2023-05-03;ARS Alentejo;8848.0;4250.0;4598.0;4.0
2023-05-03;ARS Algarve;6630.0;2503.0;4127.0;2.0
2023-05-05;ARS Centro;22284.0;9628.0;12656.0;10.0
2023-05-05;ARS Algarve;5438.0;1957.0;3481.0;2.0
2023-05-07;ARS Norte;2083.0;2077.0;6.0;6.0
2023-05-09;ARS Norte;67215.0;29902.0;37313.0;21.0
2023-05-09;ARS Centro;29768.0;12024.0;17744.0;18.0
2023-05-10;ARS Norte;60255.0;27322.0;32933.0;17.0
2023-05-10;ARS Centro;26392.0;10691.0;15701.0;16.0
2023-05-10;ARS Algarve;6515.0;2435.0;4080.0;1.0
2023-05-12;ARS Norte;47235.0;21252.0;25983.0;13.0
2023-05-12;ARS Alentejo;6124.0;2873.0;3251.0;2.0
2023-05-13;ARS Lisboa e Vale do Tejo;2074.0;1775.0;299.0;5.0
2023-05-14;ARS Norte;2245.0;2226.0;19.0;8.0
2023-05-14;ARS Lisboa e Vale do Tejo;1273.0;1267.0;6.0;0.0
2023-05-14;ARS Algarve;348.0;310.0;38.0;0.0
2023-05-16;ARS Alentejo;9042.0;4170.0;4872.0;8.0
2023-05-16;ARS Algarve;7143.0;2539.0;4604.0;2.0
2016-11-01;ARS Alentejo;895.0;839.0;56.0;8.0
2016-11-01;ARS Algarve;276.0;225.0;51.0;1.0
